,volt,h2,lpg,ch4,co,alcohol,smoke,propane
0,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
1,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
2,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
3,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
4,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
5,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
6,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
7,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
8,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
9,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
10,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
11,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
12,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
13,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
14,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
15,0.59,7.168,3.837,5.871,23.124,6.769,12.667,5.139
16,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
17,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
18,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
19,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
20,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
21,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
22,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
23,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
24,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
25,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
26,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
27,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
28,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
29,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
30,0.56,6.316,3.374,4.913,18.963,5.759,10.868,4.545
31,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
32,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
33,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
34,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
35,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
36,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
37,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
38,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
39,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
40,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
41,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
42,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
43,0.57,6.592,3.524,5.218,20.28,6.082,11.447,4.738
44,0.58,6.876,3.679,5.537,21.666,6.419,12.046,4.936
